PRODUCT_CATEGORY,PRODUCT_TYPE,PRODUCT_DETAIL,STORE_LOCATION,NUMBER_OR_ROWS,NUMBER_OF_SALES,NUMBER_OF_UNITS_SOLD,REVENUE_PER_TRANSACTION,TOTAL_REVENUE,MONTH_ID,MONTH_NAME,DAY_NAME,TIME_BUCKET,SPEND_TREND
Bakery,Scone,Cranberry Scone,Lower Manhattan,3,3,3,9.75,9.75,202306,Jun,Thu,Evening,Low
Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Lower Manhattan,8,8,10,30.00,30.00,202306,Jun,Thu,Evening,Low
Bakery,Pastry,Croissant,Lower Manhattan,9,9,9,31.50,31.50,202306,Jun,Thu,Evening,High
Coffee,Drip coffee,Our Old Time Diner Blend Lg,Lower Manhattan,4,4,6,18.00,18.00,202306,Jun,Thu,Evening,Low
Bakery,Pastry,Almond Croissant,Lower Manhattan,5,5,5,18.75,18.75,202306,Jun,Thu,Evening,Low
Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Lower Manhattan,24,24,41,102.50,102.50,202306,Jun,Fri,Morning,High
Coffee,Drip coffee,Our Old Time Diner Blend Lg,Lower Manhattan,8,8,11,33.00,33.00,202306,Jun,Fri,Afternoon,High
Bakery,Biscotti,Ginger Biscotti,Lower Manhattan,11,11,11,39.38,39.38,202306,Jun,Fri,Morning,High
Tea,Brewed Black tea,English Breakfast Lg,Lower Manhattan,14,14,23,69.00,69.00,202306,Jun,Fri,Morning,High
Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Lower Manhattan,20,20,29,108.75,108.75,202306,Jun,Fri,Morning,High
Bakery,Biscotti,Chocolate Chip Biscotti,Lower Manhattan,13,13,13,48.14,48.14,202306,Jun,Fri,Morning,High
Tea,Brewed Black tea,Earl Grey Rg,Lower Manhattan,18,18,30,75.00,75.00,202306,Jun,Fri,Morning,High
Bakery,Biscotti,Hazelnut Biscotti,Lower Manhattan,13,13,13,43.87,43.87,202306,Jun,Fri,Morning,High
Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Lower Manhattan,16,16,29,101.50,101.50,202306,Jun,Fri,Morning,High
Coffee,Drip coffee,Our Old Time Diner Blend Rg,Lower Manhattan,24,24,42,105.00,105.00,202306,Jun,Fri,Morning,High
Coffee,Barista Espresso,Cappuccino,Lower Manhattan,15,15,32,120.00,120.00,202306,Jun,Fri,Morning,High
Coffee,Barista Espresso,Latte Rg,Lower Manhattan,26,26,38,161.50,161.50,202306,Jun,Fri,Morning,High
Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Lower Manhattan,20,20,33,99.00,99.00,202306,Jun,Fri,Morning,High
Coffee,Barista Espresso,Espresso shot,Lower Manhattan,22,22,37,111.00,111.00,202306,Jun,Fri,Morning,High
Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Lower Manhattan,21,21,34,86.70,86.70,202306,Jun,Fri,Morning,High
Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Lower Manhattan,9,9,12,37.20,37.20,202306,Jun,Thu,Evening,High
Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Lower Manhattan,26,26,48,216.00,216.00,202306,Jun,Fri,Morning,High
Tea,Brewed herbal tea,Lemon Grass Lg,Lower Manhattan,19,19,33,99.00,99.00,202306,Jun,Fri,Morning,High
Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Lower Manhattan,23,23,34,85.00,85.00,202306,Jun,Fri,Morning,High
Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Lower Manhattan,16,16,24,74.40,74.40,202306,Jun,Fri,Morning,High
Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Lower Manhattan,8,8,15,56.25,56.25,202306,Jun,Thu,Evening,High
Tea,Brewed herbal tea,Peppermint Rg,Lower Manhattan,7,7,11,27.50,27.50,202306,Jun,Thu,Evening,Low
Coffee,Organic brewed coffee,Brazilian Lg,Lower Manhattan,5,5,7,24.50,24.50,202306,Jun,Thu,Evening,Low
Tea,Brewed Green tea,Serenity Green Tea Rg,Lower Manhattan,4,4,4,10.00,10.00,202306,Jun,Thu,Evening,Low
Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Lower Manhattan,6,6,7,14.00,14.00,202306,Jun,Thu,Evening,Low
Coffee,Gourmet brewed coffee,Ethiopia Lg,Lower Manhattan,3,3,5,17.50,17.50,202306,Jun,Thu,Evening,Low
Bakery,Scone,Oatmeal Scone,Lower Manhattan,3,3,3,9.00,9.00,202306,Jun,Thu,Evening,Low
Coffee,Barista Espresso,Ouro Brasileiro shot,Lower Manhattan,3,3,4,10.20,10.20,202306,Jun,Thu,Evening,Low
Tea,Brewed herbal tea,Lemon Grass Rg,Lower Manhattan,7,7,11,27.50,27.50,202306,Jun,Thu,Evening,Low
Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Lower Manhattan,4,4,5,12.75,12.75,202306,Jun,Thu,Evening,Low
Tea,Brewed herbal tea,Lemon Grass Rg,Lower Manhattan,2,2,3,7.50,7.50,202306,Jun,Fri,Evening,Low
Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Lower Manhattan,21,21,37,166.50,166.50,202306,Jun,Sat,Morning,High
Bakery,Pastry,Chocolate Croissant,Lower Manhattan,29,29,29,108.75,108.75,202306,Jun,Sat,Morning,High
Coffee,Drip coffee,Our Old Time Diner Blend Lg,Lower Manhattan,10,10,17,51.00,51.00,202306,Jun,Sat,Morning,High
Tea,Brewed herbal tea,Lemon Grass Lg,Lower Manhattan,19,19,31,93.00,93.00,202306,Jun,Sat,Morning,High
Bakery,Biscotti,Hazelnut Biscotti,Lower Manhattan,16,16,16,52.00,52.00,202306,Jun,Sat,Morning,High
Tea,Brewed herbal tea,Lemon Grass Rg,Lower Manhattan,16,16,28,70.00,70.00,202306,Jun,Sat,Morning,High
Bakery,Biscotti,Ginger Biscotti,Lower Manhattan,11,11,11,38.50,38.50,202306,Jun,Sat,Morning,High
Coffee,Organic brewed coffee,Brazilian Lg,Lower Manhattan,8,8,15,52.50,52.50,202306,Jun,Fri,Evening,High
Coffee,Barista Espresso,Cappuccino,Lower Manhattan,20,20,31,116.25,116.25,202306,Jun,Sat,Morning,High
Tea,Brewed herbal tea,Peppermint Lg,Lower Manhattan,17,17,28,84.00,84.00,202306,Jun,Sat,Morning,High
Coffee,Gourmet brewed coffee,Ethiopia Lg,Lower Manhattan,20,20,31,108.50,108.50,202306,Jun,Sat,Morning,High
Bakery,Pastry,Almond Croissant,Lower Manhattan,2,2,2,7.50,7.50,202306,Jun,Fri,Evening,Low
Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Lower Manhattan,4,4,5,23.75,23.75,202306,Jun,Fri,Evening,Low
Bakery,Scone,Cranberry Scone,Lower Manhattan,4,4,4,13.00,13.00,202306,Jun,Fri,Evening,Low
Coffee,Barista Espresso,Cappuccino Lg,Lower Manhattan,3,3,4,17.00,17.00,202306,Jun,Fri,Evening,Low
Bakery,Pastry,Almond Croissant,Lower Manhattan,12,12,12,45.00,45.00,202306,Jun,Sat,Morning,High
Bakery,Scone,Jumbo Savory Scone,Lower Manhattan,5,5,5,19.69,19.69,202306,Jun,Fri,Evening,Low
Tea,Brewed Black tea,English Breakfast Lg,Lower Manhattan,1,1,1,3.00,3.00,202306,Jun,Fri,Evening,Low
Coffee,Barista Espresso,Cappuccino,Lower Manhattan,3,3,4,15.00,15.00,202306,Jun,Fri,Evening,Low
Tea,Brewed Black tea,Earl Grey Lg,Lower Manhattan,21,21,37,111.00,111.00,202306,Jun,Sat,Morning,High
Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Lower Manhattan,10,10,14,49.00,49.00,202306,Jun,Fri,Afternoon,High
Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Lower Manhattan,10,10,16,40.00,40.00,202306,Jun,Fri,Afternoon,High
Coffee,Drip coffee,Our Old Time Diner Blend Rg,Lower Manhattan,13,13,21,52.50,52.50,202306,Jun,Fri,Afternoon,High
Coffee,Organic brewed coffee,Brazilian Rg,Lower Manhattan,14,14,19,57.00,57.00,202306,Jun,Fri,Afternoon,High
Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Lower Manhattan,5,5,8,24.00,24.00,202306,Jun,Fri,Afternoon,Low
Tea,Brewed Black tea,English Breakfast Lg,Lower Manhattan,7,7,10,30.00,30.00,202306,Jun,Fri,Afternoon,Low
Bakery,Scone,Cranberry Scone,Lower Manhattan,3,3,3,9.75,9.75,202306,Jun,Fri,Afternoon,Low
Coffee,Barista Espresso,Cappuccino,Lower Manhattan,5,5,7,26.25,26.25,202306,Jun,Fri,Afternoon,Low
Tea,Brewed herbal tea,Lemon Grass Rg,Lower Manhattan,6,6,11,27.50,27.50,202306,Jun,Fri,Afternoon,Low
Coffee,Organic brewed coffee,Brazilian Sm,Lower Manhattan,8,8,10,22.00,22.00,202306,Jun,Fri,Afternoon,Low
Bakery,Pastry,Croissant,Lower Manhattan,6,6,6,21.88,21.88,202306,Jun,Fri,Afternoon,Low
Coffee,Gourmet brewed coffee,Ethiopia Sm,Lower Manhattan,5,5,10,22.00,22.00,202306,Jun,Thu,Evening,Low
Tea,Brewed Chai tea,Traditional Blend Chai Rg,Lower Manhattan,4,4,6,15.00,15.00,202306,Jun,Thu,Evening,Low
Tea,Brewed Black tea,English Breakfast Lg,Lower Manhattan,7,7,11,33.00,33.00,202306,Jun,Thu,Evening,High
Tea,Brewed herbal tea,Lemon Grass Lg,Lower Manhattan,2,2,3,9.00,9.00,202306,Jun,Thu,Evening,Low
Tea,Brewed Black tea,Earl Grey Lg,Lower Manhattan,2,2,4,12.00,12.00,202306,Jun,Fri,Evening,Low
Coffee,Organic brewed coffee,Brazilian Sm,Lower Manhattan,6,6,9,19.80,19.80,202306,Jun,Fri,Evening,Low
Bakery,Scone,Ginger Scone,Lower Manhattan,4,4,4,13.81,13.81,202306,Jun,Fri,Evening,Low
Bakery,Scone,Oatmeal Scone,Lower Manhattan,7,7,7,21.00,21.00,202306,Jun,Fri,Evening,Low
Coffee,Drip coffee,Our Old Time Diner Blend Sm,Lower Manhattan,3,3,6,12.00,12.00,202306,Jun,Fri,Evening,Low
Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Lower Manhattan,8,8,13,48.75,48.75,202306,Jun,Fri,Evening,High
Coffee,Gourmet brewed coffee,Ethiopia Rg,Lower Manhattan,7,7,16,48.00,48.00,202306,Jun,Fri,Evening,High
Bakery,Pastry,Croissant,Lower Manhattan,6,6,6,21.00,21.00,202306,Jun,Fri,Evening,Low
Tea,Brewed Black tea,Earl Grey Rg,Lower Manhattan,4,4,9,22.50,22.50,202306,Jun,Fri,Evening,Low
Tea,Brewed Green tea,Serenity Green Tea Rg,Lower Manhattan,3,3,6,15.00,15.00,202306,Jun,Fri,Evening,Low
Coffee,Barista Espresso,Cappuccino Lg,Lower Manhattan,12,12,18,76.50,76.50,202303,Mar,Sun,Morning,High
Coffee,Drip coffee,Our Old Time Diner Blend Rg,Lower Manhattan,7,7,14,35.00,35.00,202306,Jun,Fri,Evening,High
Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Lower Manhattan,9,9,11,49.50,49.50,202306,Jun,Fri,Evening,High
Coffee,Barista Espresso,Ouro Brasileiro shot,Lower Manhattan,6,6,7,21.00,21.00,202306,Jun,Fri,Evening,Low
Tea,Brewed Black tea,English Breakfast Rg,Lower Manhattan,3,3,6,15.00,15.00,202306,Jun,Fri,Evening,Low
Bakery,Scone,Scottish Cream Scone ,Lower Manhattan,4,4,4,19.13,19.13,202306,Jun,Fri,Evening,Low
Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Lower Manhattan,9,9,13,39.00,39.00,202306,Jun,Fri,Evening,High
Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Lower Manhattan,7,7,9,22.50,22.50,202306,Jun,Fri,Evening,Low
Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Lower Manhattan,4,4,5,12.50,12.50,202306,Jun,Fri,Evening,Low
Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Lower Manhattan,9,9,14,34.30,34.30,202306,Jun,Fri,Evening,High
Tea,Brewed Chai tea,Traditional Blend Chai Rg,Lower Manhattan,7,7,12,30.00,30.00,202306,Jun,Fri,Evening,Low
Coffee,Organic brewed coffee,Brazilian Rg,Lower Manhattan,7,7,9,27.00,27.00,202306,Jun,Fri,Evening,Low
Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Lower Manhattan,8,8,9,27.90,27.90,202306,Jun,Fri,Evening,Low
Coffee,Gourmet brewed coffee,Ethiopia Rg,Lower Manhattan,17,17,31,93.00,93.00,202306,Jun,Sat,Morning,High
Tea,Brewed Green tea,Serenity Green Tea Rg,Lower Manhattan,20,20,29,72.50,72.50,202306,Jun,Sat,Morning,High
Tea,Brewed herbal tea,Peppermint Rg,Lower Manhattan,12,12,17,42.50,42.50,202303,Mar,Wed,Morning,High
Coffee,Barista Espresso,Latte Rg,Lower Manhattan,1,1,2,8.50,8.50,202303,Mar,Tue,Afternoon,Low
Tea,Brewed Black tea,Earl Grey Lg,Lower Manhattan,6,6,9,27.00,27.00,202303,Mar,Tue,Afternoon,Low
Coffee,Drip coffee,Our Old Time Diner Blend Rg,Lower Manhattan,8,8,15,37.50,37.50,202303,Mar,Tue,Morning,High
Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Lower Manhattan,5,5,7,21.70,21.70,202303,Mar,Tue,Morning,Low
Coffee,Drip coffee,Our Old Time Diner Blend Lg,Lower Manhattan,12,12,17,51.00,51.00,202303,Mar,Wed,Morning,High
Tea,Brewed Black tea,English Breakfast Rg,Lower Manhattan,9,9,15,37.50,37.50,202303,Mar,Wed,Evening,High
Coffee,Organic brewed coffee,Brazilian Sm,Lower Manhattan,3,3,3,6.60,6.60,202303,Mar,Wed,Evening,Low
Coffee,Barista Espresso,Cappuccino,Lower Manhattan,6,6,7,26.25,26.25,202303,Mar,Wed,Evening,Low
Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Lower Manhattan,5,5,5,22.50,22.50,202303,Mar,Wed,Evening,Low
Bakery,Biscotti,Hazelnut Biscotti,Lower Manhattan,1,1,1,3.25,3.25,202303,Mar,Wed,Evening,Low
Tea,Brewed Chai tea,Traditional Blend Chai Lg,Lower Manhattan,2,2,3,9.00,9.00,202303,Mar,Wed,Evening,Low
Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Lower Manhattan,3,3,7,5.60,5.60,202303,Mar,Wed,Evening,Low
Tea,Brewed Black tea,Earl Grey Rg,Lower Manhattan,4,4,6,15.00,15.00,202303,Mar,Wed,Afternoon,Low
Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Lower Manhattan,2,2,3,10.50,10.50,202303,Mar,Wed,Afternoon,Low
Tea,Brewed Chai tea,Traditional Blend Chai Rg,Lower Manhattan,9,9,15,37.50,37.50,202303,Mar,Wed,Afternoon,High
Flavours,Regular syrup,Hazelnut syrup,Lower Manhattan,1,1,2,1.60,1.60,202303,Mar,Tue,Afternoon,Low
Flavours,Regular syrup,Carmel syrup,Lower Manhattan,2,2,2,1.60,1.60,202303,Mar,Wed,Afternoon,Low
Flavours,Regular syrup,Hazelnut syrup,Lower Manhattan,4,4,8,6.40,6.40,202303,Mar,Wed,Afternoon,Low
Coffee beans,Gourmet Beans,Columbian Medium Roast,Lower Manhattan,1,1,1,15.00,15.00,202303,Mar,Wed,Afternoon,Low
Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Lower Manhattan,3,3,4,18.00,18.00,202303,Mar,Wed,Afternoon,Low
Coffee,Organic brewed coffee,Brazilian Rg,Lower Manhattan,4,4,7,21.00,21.00,202303,Mar,Wed,Afternoon,Low
Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Lower Manhattan,1,1,1,0.80,0.80,202303,Mar,Wed,Afternoon,Low
Coffee,Barista Espresso,Espresso shot,Lower Manhattan,6,6,8,24.00,24.00,202303,Mar,Wed,Afternoon,Low
Tea,Brewed Green tea,Serenity Green Tea Lg,Lower Manhattan,3,3,5,15.00,15.00,202303,Mar,Wed,Afternoon,Low
Loose Tea,Chai tea,Morning Sunrise Chai,Lower Manhattan,1,1,1,9.50,9.50,202303,Mar,Wed,Morning,Low
Branded,Housewares,I Need My Bean! Latte cup,Lower Manhattan,2,2,2,28.00,28.00,202303,Mar,Wed,Morning,Low
Bakery,Pastry,Almond Croissant,Lower Manhattan,8,8,8,30.00,30.00,202303,Mar,Wed,Morning,Low
Tea,Brewed Black tea,English Breakfast Rg,Lower Manhattan,7,7,12,30.00,30.00,202303,Mar,Wed,Afternoon,Low
Coffee,Drip coffee,Our Old Time Diner Blend Sm,Lower Manhattan,10,10,18,36.00,36.00,202303,Mar,Tue,Morning,High
Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Lower Manhattan,6,6,10,31.00,31.00,202303,Mar,Tue,Morning,High
Coffee beans,Espresso Beans,Espresso Roast,Lower Manhattan,1,1,1,14.75,14.75,202303,Mar,Wed,Morning,Low
Tea,Brewed Black tea,English Breakfast Rg,Lower Manhattan,7,7,13,32.50,32.50,202303,Mar,Mon,Afternoon,High
Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Lower Manhattan,5,5,7,17.50,17.50,202303,Mar,Mon,Afternoon,Low
Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Lower Manhattan,7,7,12,54.00,54.00,202303,Mar,Mon,Afternoon,High
Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Lower Manhattan,2,2,3,6.00,6.00,202303,Mar,Mon,Afternoon,Low
Coffee,Barista Espresso,Latte,Lower Manhattan,4,4,9,33.75,33.75,202303,Mar,Mon,Afternoon,High
Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Lower Manhattan,7,7,12,30.00,30.00,202303,Mar,Mon,Afternoon,Low
Coffee,Barista Espresso,Espresso shot,Lower Manhattan,5,5,9,27.00,27.00,202303,Mar,Mon,Afternoon,Low
Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Lower Manhattan,3,3,6,18.00,18.00,202303,Mar,Mon,Afternoon,Low
Tea,Brewed Green tea,Serenity Green Tea Rg,Lower Manhattan,7,7,15,37.50,37.50,202303,Mar,Mon,Afternoon,High
Bakery,Scone,Jumbo Savory Scone,Lower Manhattan,4,4,4,15.00,15.00,202303,Mar,Mon,Afternoon,Low
Tea,Brewed Chai tea,Traditional Blend Chai Lg,Lower Manhattan,5,5,9,27.00,27.00,202303,Mar,Mon,Afternoon,Low
Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Lower Manhattan,8,8,12,45.00,45.00,202303,Mar,Mon,Afternoon,High
Bakery,Scone,Scottish Cream Scone ,Lower Manhattan,5,5,5,22.50,22.50,202303,Mar,Mon,Afternoon,Low
Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Lower Manhattan,9,9,21,16.80,16.80,202303,Mar,Wed,Morning,Low
Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Lower Manhattan,10,10,18,63.00,63.00,202303,Mar,Wed,Morning,High
Coffee,Organic brewed coffee,Brazilian Rg,Lower Manhattan,13,13,19,57.00,57.00,202303,Mar,Tue,Morning,High
Bakery,Scone,Ginger Scone,Lower Manhattan,9,9,14,39.50,39.50,202303,Mar,Wed,Morning,High
Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Lower Manhattan,8,8,17,52.70,52.70,202303,Mar,Wed,Morning,High
Loose Tea,Herbal tea,Peppermint,Lower Manhattan,1,1,1,8.95,8.95,202303,Mar,Wed,Morning,Low
Tea,Brewed herbal tea,Lemon Grass Rg,Lower Manhattan,15,15,23,57.50,57.50,202303,Mar,Wed,Morning,High
Flavours,Regular syrup,Hazelnut syrup,Lower Manhattan,13,13,18,14.40,14.40,202303,Mar,Wed,Morning,Low
Coffee beans,Organic Beans,Brazilian - Organic,Lower Manhattan,5,5,5,90.00,90.00,202303,Mar,Wed,Morning,High
Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Lower Manhattan,11,11,17,42.50,42.50,202303,Mar,Wed,Morning,High
Tea,Brewed Green tea,Serenity Green Tea Lg,Lower Manhattan,6,6,9,27.00,27.00,202303,Mar,Tue,Morning,Low
Coffee,Gourmet brewed coffee,Ethiopia Sm,Lower Manhattan,3,3,5,11.00,11.00,202303,Mar,Wed,Morning,Low
Flavours,Regular syrup,Carmel syrup,Lower Manhattan,7,7,12,9.60,9.60,202303,Mar,Wed,Morning,Low
Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Lower Manhattan,6,6,9,22.50,22.50,202303,Mar,Wed,Morning,Low
Coffee,Gourmet brewed coffee,Ethiopia Rg,Lower Manhattan,8,8,12,36.00,36.00,202303,Mar,Tue,Afternoon,High
Tea,Brewed herbal tea,Lemon Grass Lg,Lower Manhattan,2,2,3,9.00,9.00,202303,Mar,Tue,Afternoon,Low
Tea,Brewed herbal tea,Peppermint Lg,Lower Manhattan,2,2,3,9.00,9.00,202303,Mar,Tue,Afternoon,Low
Branded,Housewares,I Need My Bean! Diner mug,Lower Manhattan,1,1,1,12.00,12.00,202302,Feb,Tue,Morning,Low
Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Lower Manhattan,7,7,12,9.60,9.60,202303,Mar,Tue,Morning,Low
Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Lower Manhattan,7,7,8,16.00,16.00,202303,Mar,Tue,Morning,Low
Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Lower Manhattan,11,11,19,47.50,47.50,202303,Mar,Tue,Morning,High
Flavours,Regular syrup,Chocolate syrup,Lower Manhattan,12,12,19,15.20,15.20,202303,Mar,Tue,Morning,Low
Coffee,Gourmet brewed coffee,Ethiopia Rg,Lower Manhattan,11,11,18,54.00,54.00,202303,Mar,Tue,Morning,High
Coffee,Barista Espresso,Cappuccino,Lower Manhattan,13,13,23,86.25,86.25,202303,Mar,Tue,Morning,High
Tea,Brewed Chai tea,Traditional Blend Chai Rg,Lower Manhattan,11,11,14,35.00,35.00,202303,Mar,Tue,Morning,High
Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Lower Manhattan,6,6,11,49.50,49.50,202303,Mar,Tue,Morning,High
Loose Tea,Black tea,English Breakfast,Lower Manhattan,1,1,1,8.95,8.95,202303,Mar,Tue,Morning,Low
Flavours,Regular syrup,Hazelnut syrup,Lower Manhattan,8,8,13,10.40,10.40,202303,Mar,Tue,Morning,Low
Coffee,Barista Espresso,Espresso shot,Lower Manhattan,10,10,15,45.00,45.00,202303,Mar,Tue,Morning,High
Bakery,Pastry,Croissant,Lower Manhattan,6,6,6,21.00,21.00,202303,Mar,Tue,Morning,Low
Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Lower Manhattan,10,10,15,56.25,56.25,202303,Mar,Tue,Morning,High
Coffee,Barista Espresso,Latte,Lower Manhattan,7,7,12,45.00,45.00,202303,Mar,Tue,Morning,High
Branded,Housewares,I Need My Bean! Latte cup,Lower Manhattan,2,2,2,28.00,28.00,202302,Feb,Tue,Morning,Low
Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Lower Manhattan,11,11,21,78.75,78.75,202303,Mar,Tue,Morning,High
Bakery,Biscotti,Ginger Biscotti,Lower Manhattan,9,9,9,31.50,31.50,202302,Feb,Tue,Morning,High
Bakery,Scone,Scottish Cream Scone ,Lower Manhattan,4,4,4,18.00,18.00,202302,Feb,Tue,Morning,Low
Packaged Chocolate,Drinking Chocolate,Chili Mayan,Lower Manhattan,1,1,1,13.33,13.33,202302,Feb,Tue,Morning,Low
Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Lower Manhattan,3,3,4,12.00,12.00,202302,Feb,Mon,Evening,Low
Bakery,Biscotti,Ginger Biscotti,Lower Manhattan,2,2,2,7.00,7.00,202302,Feb,Mon,Evening,Low
Tea,Brewed Black tea,English Breakfast Rg,Lower Manhattan,1,1,2,5.00,5.00,202302,Feb,Mon,Evening,Low
Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Lower Manhattan,3,3,5,12.25,12.25,202302,Feb,Mon,Evening,Low
Bakery,Pastry,Croissant,Lower Manhattan,2,2,2,7.00,7.00,202302,Feb,Mon,Evening,Low
Coffee,Organic brewed coffee,Brazilian Lg,Lower Manhattan,5,5,7,24.50,24.50,202303,Mar,Thu,Evening,Low
Loose Tea,Black tea,Earl Grey,Lower Manhattan,1,1,1,8.95,8.95,202302,Feb,Mon,Evening,Low
Tea,Brewed Chai tea,Traditional Blend Chai Lg,Lower Manhattan,1,1,2,6.00,6.00,202302,Feb,Mon,Evening,Low
Tea,Brewed herbal tea,Peppermint Rg,Lower Manhattan,1,1,1,2.50,2.50,202302,Feb,Mon,Evening,Low
Loose Tea,Chai tea,Traditional Blend Chai,Lower Manhattan,1,1,1,8.95,8.95,202302,Feb,Mon,Evening,Low
Bakery,Scone,Jumbo Savory Scone,Lower Manhattan,2,2,2,7.50,7.50,202302,Feb,Mon,Evening,Low
Tea,Brewed herbal tea,Lemon Grass Lg,Lower Manhattan,11,11,14,42.00,42.00,202303,Mar,Tue,Morning,High
Tea,Brewed herbal tea,Lemon Grass Rg,Lower Manhattan,9,9,14,35.00,35.00,202303,Mar,Tue,Morning,High
Tea,Brewed Green tea,Serenity Green Tea Rg,Lower Manhattan,11,11,21,52.50,52.50,202303,Mar,Tue,Morning,High
Tea,Brewed Black tea,Earl Grey Rg,Lower Manhattan,8,8,12,30.00,30.00,202303,Mar,Tue,Morning,Low
Coffee beans,Organic Beans,Organic Decaf Blend,Lower Manhattan,4,4,4,107.00,107.00,202303,Mar,Tue,Morning,High
Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Lower Manhattan,7,7,12,29.40,29.40,202303,Mar,Tue,Morning,Low
Tea,Brewed Black tea,Earl Grey Lg,Lower Manhattan,10,10,17,51.00,51.00,202303,Mar,Tue,Morning,High
Coffee beans,Gourmet Beans,Ethiopia,Lower Manhattan,2,2,2,42.00,42.00,202303,Mar,Tue,Morning,High
Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Lower Manhattan,10,10,15,45.00,45.00,202303,Mar,Tue,Morning,High
Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Lower Manhattan,13,13,18,72.00,72.00,202303,Mar,Tue,Morning,High
Bakery,Scone,Cranberry Scone,Lower Manhattan,9,9,9,29.25,29.25,202303,Mar,Tue,Morning,Low
Tea,Brewed Black tea,English Breakfast Rg,Lower Manhattan,13,13,22,55.00,55.00,202303,Mar,Tue,Morning,High
Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Lower Manhattan,3,3,4,10.00,10.00,202303,Mar,Tue,Morning,Low
Flavours,Regular syrup,Carmel syrup,Lower Manhattan,10,10,13,10.40,10.40,202303,Mar,Tue,Morning,Low
Coffee,Barista Espresso,Latte Rg,Lower Manhattan,11,11,18,76.50,76.50,202303,Mar,Tue,Morning,High
Coffee,Gourmet brewed coffee,Ethiopia Rg,Lower Manhattan,3,3,5,15.00,15.00,202303,Mar,Mon,Afternoon,Low
Bakery,Pastry,Chocolate Croissant,Lower Manhattan,15,15,15,56.25,56.25,202303,Mar,Tue,Morning,High
Bakery,Scone,Ginger Scone,Lower Manhattan,9,9,12,35.40,35.40,202303,Mar,Tue,Morning,High
Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Lower Manhattan,9,9,18,45.90,45.90,202303,Mar,Tue,Morning,High
Bakery,Scone,Oatmeal Scone,Lower Manhattan,4,4,4,12.00,12.00,202303,Mar,Tue,Morning,Low
Coffee,Barista Espresso,Cappuccino Lg,Lower Manhattan,12,12,18,76.50,76.50,202303,Mar,Tue,Morning,High
